Mathematics,Science,English,Hindi,Social Science,Physics,Chemistry,Biology,Basic Electrical Engineering,Mathematics I,Analog Electronic Circuits,Environmental Science,Basic Manufacturing Systems,Yoga and Human Consciousness,Professional Communication,Engineering Graphics,Computer Programming,Data Structures and Algorithms,Digital Electronics,Engineering Economics,Object-Oriented Programming,Probability & Statistics,Computer Organization and Architecture,Database Management Systems,Principle of Digital Communication,Operating Systems,Automata and Formal Languages,Web Technology,Business Communication,Software Engineering,Big Data,Design and Analysis of Algorithms,High-Performance Computing,Computer Networks,Artificial Intelligence,Law of Patent,Data Analytics,Internet of Things,Compiler Design,Software Project Management,Cloud Computing,Tools and Techniques Laboratory,Minor Project,Job Role
98,92,76,94,78,82,60,75,59,80,93,83,51,63,61,62,84,83,85,57,97,80,65,65,56,90,78,73,78,86,80,78,90,79,98,61,72,68,62,80,100,80,69,Engineer
85,50,69,59,79,61,98,62,63,76,76,77,90,81,86,56,74,70,64,97,99,52,93,52,76,54,90,51,83,67,97,99,85,80,60,81,75,56,94,68,54,63,66,Machine Learning Engineer
79,59,68,93,90,60,88,81,80,98,71,91,75,99,77,86,58,53,96,58,55,77,94,79,85,94,92,67,85,50,81,80,74,94,57,70,92,65,97,83,74,98,61,Data Scientist
53,57,57,62,76,57,68,77,69,74,51,60,67,68,71,91,72,73,98,83,85,66,73,78,91,85,69,100,83,75,81,59,95,71,93,50,89,75,86,99,67,93,78,Data Scientist
52,90,58,66,78,92,58,82,70,57,63,100,74,53,60,54,59,59,97,65,69,75,71,71,93,88,95,70,82,90,93,76,88,84,80,74,80,83,54,82,86,70,74,Cybersecurity Analyst
94,95,91,82,91,62,87,51,95,98,88,93,69,89,85,92,89,91,88,96,58,98,99,94,59,93,81,68,61,99,93,86,54,71,54,97,72,98,67,96,84,71,69,Software Developer
55,66,75,95,61,56,61,76,64,81,74,85,78,93,70,72,82,100,78,58,95,55,79,91,66,60,75,57,97,79,100,73,93,87,51,76,67,67,78,100,55,71,58,Data Analyst
88,84,52,86,67,52,100,66,94,50,71,65,98,63,61,87,77,64,98,71,93,96,84,51,85,74,56,85,59,82,58,63,84,65,93,97,90,70,68,72,82,66,93,Data Scientist
52,70,53,71,89,53,82,69,98,55,99,78,72,77,64,86,82,95,72,92,92,58,79,79,60,52,59,90,75,83,74,81,73,67,94,75,57,86,72,69,58,53,69,Web Developer
78,74,63,74,64,74,99,80,57,67,91,83,54,80,78,81,65,80,64,89,52,87,56,89,50,82,74,57,78,58,95,80,64,97,97,65,87,51,71,80,69,64,58,Data Scientist
97,89,71,68,86,90,50,58,91,51,83,70,70,70,66,79,83,78,82,67,75,77,96,58,66,74,53,73,57,64,61,98,87,94,87,56,81,76,85,82,70,50,92,Engineer
65,72,77,78,77,80,71,99,70,74,56,87,55,68,77,94,76,79,93,65,73,89,86,64,69,58,91,81,55,53,71,62,53,65,89,96,87,52,97,98,94,81,96,Data Scientist
64,52,94,69,89,100,64,68,58,91,92,52,70,58,94,58,56,57,89,82,68,73,74,50,100,72,68,55,96,100,77,95,74,51,91,99,58,95,58,51,85,89,78,Project Manager
76,84,100,70,87,68,70,57,100,65,61,86,54,78,61,84,100,61,80,90,96,68,79,79,81,50,100,54,60,75,70,92,72,62,62,52,95,66,70,87,80,50,100,Data Scientist
100,92,63,98,85,69,60,94,64,63,84,64,82,68,88,84,89,72,81,63,55,65,60,84,85,58,64,93,50,90,74,64,70,89,97,86,95,90,72,89,83,90,62,Software Developer
80,87,98,88,99,52,100,50,86,91,100,66,100,67,89,69,81,62,61,56,81,52,60,70,94,57,90,79,65,96,68,90,51,56,57,50,53,53,90,69,94,86,57,DevOps Engineer
94,70,56,65,53,58,99,92,75,65,84,68,98,66,57,99,64,78,60,57,56,51,85,99,68,93,73,93,77,67,89,95,51,61,97,74,65,76,76,57,57,88,95,Doctor
76,62,73,85,69,93,96,89,93,83,53,77,90,62,90,82,82,53,51,87,86,86,69,52,76,64,91,82,82,87,94,68,55,79,70,83,58,74,63,65,54,70,66,Doctor
72,60,53,62,82,68,70,62,70,58,70,64,90,71,86,50,74,67,51,86,85,92,92,55,95,50,59,97,100,57,83,99,58,96,57,83,60,86,73,75,69,68,51,Web Developer
82,58,96,97,73,97,81,97,97,99,66,60,95,91,76,100,77,57,59,96,60,73,54,53,89,65,100,99,86,89,87,51,73,74,71,79,53,51,62,86,55,85,78,Engineer
97,71,84,81,71,88,77,70,99,99,80,96,79,57,52,96,51,50,52,93,71,91,50,99,100,80,85,53,84,61,82,85,54,59,79,84,59,55,92,93,83,81,95,Engineer
77,52,64,83,66,70,58,63,88,97,70,58,64,56,83,66,96,78,94,64,98,79,57,100,98,77,74,64,73,60,96,59,77,67,92,73,62,57,52,57,94,92,53,Technical Writer
64,54,86,65,52,94,89,71,53,74,85,67,54,100,74,85,60,54,98,59,68,67,64,85,65,67,77,90,73,96,59,79,69,78,54,74,60,59,52,58,74,60,76,Electrical Engineer
64,93,83,93,72,73,69,83,90,56,100,82,88,52,87,52,75,92,80,87,74,63,65,87,54,76,76,100,59,82,76,76,96,75,52,81,100,75,69,81,88,77,95,Data Scientist
98,91,72,94,75,86,97,65,69,87,67,73,74,100,98,87,54,74,85,63,74,62,67,69,84,59,70,51,84,68,82,69,54,50,71,74,68,60,67,87,72,100,93,Engineer
63,64,88,59,65,75,82,51,67,95,91,50,83,91,70,96,85,62,75,57,79,99,63,98,81,68,61,67,75,77,92,69,64,64,78,50,65,85,76,98,98,86,62,Mechanical Engineer
93,56,54,86,95,94,95,76,59,83,84,51,65,91,64,64,75,60,69,90,95,54,69,61,86,95,67,65,55,76,65,93,95,92,65,52,98,90,89,68,51,80,58,Data Scientist
85,89,81,89,71,58,55,80,65,86,64,87,57,97,88,79,57,61,85,66,74,52,54,68,65,98,95,63,55,60,84,62,99,92,70,56,60,88,75,90,87,90,59,Cybersecurity Analyst
58,86,73,92,95,65,80,95,82,79,66,62,84,87,54,52,65,51,90,77,90,58,58,53,58,92,68,73,81,55,85,52,64,92,60,74,53,73,65,69,76,88,62,Cybersecurity Analyst
88,86,96,92,77,83,76,99,51,71,81,84,66,100,51,57,67,96,71,67,80,89,94,59,53,59,53,65,70,72,75,55,86,98,100,100,96,88,53,89,100,60,61,Data Scientist
99,94,87,93,63,63,51,85,52,69,86,84,84,59,80,92,61,53,56,64,71,59,54,75,91,74,73,66,51,82,74,66,98,60,97,62,69,53,55,72,59,71,85,Mechanical Engineer
73,59,58,72,99,64,87,84,61,98,100,81,95,82,98,66,78,93,51,97,65,71,64,81,97,87,75,57,54,68,71,98,100,81,61,70,72,70,76,66,72,69,85,Civil Services
98,74,88,83,87,61,63,91,66,51,73,58,63,63,70,98,74,53,64,69,79,57,66,80,60,62,94,86,61,69,59,62,70,60,53,90,89,98,100,69,64,83,54,Data Scientist
82,67,78,85,52,61,93,63,63,52,62,80,73,65,88,57,59,71,57,96,89,71,90,95,64,75,91,52,89,56,67,86,74,95,55,62,67,91,57,85,85,73,63,Project Manager
75,85,73,84,67,79,88,72,93,80,66,56,95,55,91,73,96,97,65,85,74,82,51,60,67,88,69,98,53,90,88,91,69,85,69,61,63,90,67,64,95,92,60,Cybersecurity Analyst
84,71,53,69,95,92,63,80,95,76,64,94,93,85,71,88,80,73,93,80,61,92,91,63,57,66,85,92,82,63,96,52,98,76,52,54,85,95,75,56,65,72,92,Engineer
69,56,78,65,90,61,52,57,54,62,84,69,98,98,50,98,66,58,73,98,55,64,68,66,57,96,82,81,87,86,52,67,65,95,73,68,66,51,84,60,85,70,67,Cybersecurity Analyst
80,51,72,87,65,93,68,66,53,52,64,59,94,64,57,50,70,86,95,99,51,88,65,57,69,75,63,55,84,56,69,82,64,84,83,82,60,91,57,71,94,94,89,AI Researcher
60,74,59,82,58,83,79,100,75,64,68,68,70,85,72,73,93,83,78,100,56,67,70,57,55,70,72,78,100,73,77,96,86,95,83,93,68,82,55,63,58,62,59,Patent Lawyer
95,72,71,62,94,74,100,71,80,53,88,58,99,73,71,59,80,53,64,81,100,85,72,83,100,94,91,67,93,90,96,80,88,94,77,57,62,84,68,74,98,79,64,Machine Learning Engineer
57,64,60,83,76,54,65,81,52,82,60,76,50,77,95,61,59,67,89,96,73,82,88,65,66,99,99,71,77,61,87,87,61,78,87,74,92,80,80,89,69,73,52,Data Scientist
97,60,62,52,70,63,87,54,61,71,81,54,82,88,68,59,90,71,56,63,99,73,92,96,95,95,87,98,97,99,89,81,53,87,92,59,83,66,64,83,85,93,85,Software Developer
100,81,94,98,51,60,87,83,76,59,74,90,92,99,51,96,86,76,61,96,81,74,59,85,78,87,83,81,99,50,90,90,64,86,95,71,55,94,80,83,95,77,69,Software Developer
50,53,69,63,98,50,63,54,61,94,61,76,55,96,94,56,78,84,94,71,53,63,91,72,84,100,52,64,63,56,55,54,65,83,93,62,96,83,90,100,60,51,59,Data Scientist
71,67,55,56,77,65,99,71,55,58,64,91,55,89,56,94,93,90,81,97,95,84,79,80,69,89,77,52,94,85,89,51,89,83,97,68,95,64,74,50,50,78,77,Data Scientist
99,61,97,62,100,92,82,62,62,51,63,58,85,77,72,64,63,50,98,69,51,59,83,93,74,53,68,82,55,69,87,58,61,51,65,66,70,64,71,79,55,91,79,Engineer
86,89,69,57,79,80,66,96,64,75,55,66,82,69,91,88,73,95,91,59,59,66,66,53,57,84,56,73,81,54,71,78,56,73,86,99,67,73,50,96,100,63,81,Full Stack Developer
84,53,59,80,93,51,59,72,96,61,95,86,78,83,91,95,78,88,80,89,87,74,56,82,97,73,73,99,70,81,87,94,76,54,50,69,70,86,96,59,70,97,71,Full Stack Developer
57,51,74,97,74,95,68,96,52,92,66,54,88,61,99,98,100,85,71,86,95,50,57,55,84,58,91,90,85,86,63,63,55,75,77,60,52,72,94,80,86,59,50,Web Developer
81,59,73,56,66,61,50,60,73,76,61,63,74,79,88,79,56,50,77,75,99,66,93,90,50,80,65,96,58,75,98,70,98,89,86,61,76,95,99,76,89,67,61,Machine Learning Engineer
55,57,85,53,82,63,63,64,53,100,78,89,56,75,76,66,61,81,59,70,54,92,62,99,54,71,68,88,66,72,80,53,89,100,99,88,65,80,65,94,69,76,73,Patent Lawyer
80,81,66,66,95,70,71,58,53,80,50,56,59,98,91,86,90,79,92,98,71,57,78,56,91,97,98,99,86,63,68,71,94,92,54,87,97,97,99,52,76,71,92,Data Scientist
81,88,56,89,82,55,53,99,73,87,77,80,53,100,51,68,96,69,74,100,96,98,61,79,94,52,99,67,60,86,78,85,85,59,82,67,69,78,93,54,53,67,73,Economist
82,67,94,61,79,91,98,90,71,68,54,61,78,61,50,51,84,91,64,50,83,59,72,73,60,99,95,89,89,97,79,70,52,60,83,63,85,95,52,80,83,87,76,Engineer
57,70,51,96,64,95,94,57,73,100,54,53,97,53,69,79,50,54,92,82,80,81,50,95,50,81,98,83,98,85,82,56,88,81,84,66,59,93,88,61,56,89,72,AI Researcher
84,62,97,70,59,54,83,60,76,51,63,97,65,85,69,90,65,52,65,68,68,56,71,62,95,59,78,54,83,77,53,89,64,83,77,58,85,57,91,78,57,75,79,Mechanical Engineer
64,91,61,84,64,99,52,94,70,90,92,67,78,97,75,50,96,52,84,95,79,69,94,54,62,64,57,77,52,83,70,86,71,58,72,62,77,65,65,68,71,97,53,Electronics Engineer
95,66,75,94,55,79,76,92,50,81,74,64,55,90,85,99,64,84,92,66,51,60,93,65,75,57,96,53,75,96,91,51,96,86,61,69,53,80,98,94,60,64,54,Full Stack Developer
88,51,62,70,83,88,65,53,79,68,68,71,64,50,50,53,85,68,57,68,66,68,99,74,81,66,76,82,67,65,65,91,64,97,95,100,80,74,98,96,98,89,88,Engineer
89,69,73,69,85,73,96,91,72,96,74,90,97,98,63,57,94,62,63,52,74,71,86,66,66,70,96,93,71,56,83,72,79,79,75,94,98,51,82,82,55,50,93,Software Developer
52,89,51,50,95,97,91,86,77,91,97,92,65,56,82,73,87,89,82,63,82,59,95,77,70,68,84,93,88,99,58,79,75,83,69,75,100,72,98,76,92,99,70,Data Scientist
82,57,64,71,69,93,76,90,74,99,97,53,97,69,61,57,53,52,91,69,54,65,54,72,76,80,92,77,96,87,57,75,84,69,87,92,85,87,64,68,60,66,92,Engineer
93,100,71,99,55,75,80,75,94,51,50,100,81,56,55,90,70,76,57,59,94,50,76,65,94,93,88,75,61,96,67,82,77,94,72,73,59,75,90,54,95,86,100,Cybersecurity Analyst
98,85,99,89,61,88,70,50,69,61,89,82,92,78,92,57,66,75,74,90,62,70,90,60,52,70,72,87,53,92,63,55,83,64,61,73,94,68,90,82,54,81,61,Data Scientist
88,100,53,55,73,57,80,69,55,52,77,92,66,67,96,96,62,57,85,66,53,89,91,51,86,73,76,94,78,73,79,82,96,50,53,57,57,63,55,64,95,93,52,Mechanical Engineer
57,90,92,69,94,80,89,85,62,93,97,75,95,63,52,92,91,63,91,70,55,59,95,95,77,89,69,71,55,90,52,78,82,91,58,57,61,84,78,92,96,79,63,Cybersecurity Analyst
55,65,62,97,51,83,52,82,66,84,66,58,84,70,72,50,60,81,96,64,54,55,83,64,91,52,79,58,52,59,65,67,87,71,74,89,65,62,89,77,67,70,78,Patent Lawyer
50,70,64,57,82,60,86,83,98,64,64,98,85,90,93,96,53,73,65,81,97,98,99,76,84,74,78,94,75,70,50,68,94,66,54,91,66,84,67,59,93,56,67,Web Developer
59,59,95,63,91,91,89,96,97,79,85,82,56,71,97,63,77,60,96,88,78,82,78,51,93,67,72,56,62,86,100,78,96,84,70,50,69,84,96,87,69,97,56,Doctor
76,97,90,83,54,82,52,96,70,86,87,55,88,57,73,81,83,80,54,67,72,93,89,59,72,73,60,67,83,100,82,88,91,63,89,68,71,73,55,57,86,78,80,AI Researcher
93,56,83,97,62,64,74,50,79,63,61,83,88,74,93,100,63,75,60,98,70,53,77,67,78,79,59,70,87,74,89,96,79,76,92,77,98,64,51,96,96,62,63,Data Scientist
59,88,89,73,92,90,89,66,57,69,84,60,74,67,79,57,87,92,84,86,90,78,60,88,99,91,75,51,93,70,72,92,51,97,87,60,58,74,89,56,64,74,77,Cybersecurity Analyst
97,81,64,66,94,74,52,99,60,98,96,60,54,69,54,51,87,57,64,97,75,57,53,52,93,86,83,67,97,74,91,50,76,87,83,77,63,66,80,57,57,63,79,Software Developer
62,77,61,85,77,82,84,81,81,93,58,66,64,71,91,57,73,81,68,78,67,55,61,92,51,72,99,96,67,99,52,92,95,89,65,54,67,63,63,69,84,74,69,Database Administrator
80,56,53,50,77,68,62,52,84,95,50,97,70,78,90,62,83,93,77,53,95,72,74,88,81,86,51,62,86,73,50,81,70,89,69,97,55,50,87,68,100,68,87,Cybersecurity Analyst
84,58,74,66,66,60,70,91,82,91,56,79,92,83,97,67,64,84,89,61,57,63,97,87,89,81,80,91,75,99,88,75,70,84,61,54,83,66,67,89,92,54,58,Full Stack Developer
97,62,91,98,69,60,82,61,56,65,59,100,50,70,80,60,62,61,76,70,63,82,96,91,56,82,79,55,99,50,70,83,84,64,79,54,95,84,80,88,72,74,92,Data Scientist
97,68,61,79,67,57,97,57,62,98,53,64,56,63,85,99,94,83,57,82,100,79,99,90,97,54,51,77,74,63,91,82,61,87,71,98,74,50,85,99,68,78,50,Software Developer
78,82,95,96,64,54,96,51,63,95,63,52,57,57,76,55,52,70,73,51,73,66,62,96,61,87,51,81,51,60,69,71,65,91,70,67,65,100,67,98,62,96,66,Cybersecurity Analyst
80,59,56,74,100,70,55,62,64,99,66,74,83,71,81,73,74,82,60,53,53,79,81,63,86,52,64,54,51,53,53,94,73,84,90,68,59,82,56,59,57,51,52,Environmental Engineer
64,64,69,87,77,51,91,87,56,93,58,79,67,95,69,89,89,65,86,67,61,98,80,56,69,60,71,74,79,90,85,65,100,97,78,87,79,81,87,86,76,98,64,Doctor
68,84,62,80,67,53,95,50,75,83,100,84,68,54,58,52,94,57,85,72,55,57,82,80,82,56,62,63,87,98,58,89,99,66,50,96,94,61,79,99,63,50,56,Data Scientist
73,70,85,90,91,65,62,86,53,74,70,100,63,64,85,63,59,65,60,70,68,97,63,76,80,59,51,96,74,50,51,85,78,55,67,61,91,75,60,98,64,62,84,Data Scientist
56,80,67,68,71,84,70,79,79,80,89,88,71,96,100,62,92,53,84,68,72,75,82,54,68,51,84,57,66,67,57,96,83,75,90,70,64,57,100,60,56,79,98,Environmental Engineer
63,52,77,91,89,65,80,55,78,51,56,74,77,92,51,65,55,66,68,70,54,84,61,93,94,73,86,67,84,62,63,100,59,87,59,77,85,74,95,63,76,65,72,Food Scientist
76,65,74,79,82,97,56,88,100,60,55,51,83,74,71,66,61,95,63,55,50,50,84,76,85,75,72,56,83,64,57,58,60,54,72,97,76,64,97,63,65,66,100,Patent Lawyer
83,54,54,58,89,74,94,98,70,85,60,90,78,79,78,93,80,91,51,89,60,65,52,89,50,92,100,83,63,73,95,56,93,66,61,93,58,62,51,56,53,67,95,Full Stack Developer
83,85,88,51,66,77,97,90,87,54,68,83,75,57,64,96,51,80,68,64,62,71,84,86,96,54,92,93,51,83,99,91,78,68,77,68,55,95,65,70,97,83,55,Doctor
71,70,50,85,79,52,100,70,64,67,67,71,85,86,81,60,59,81,92,50,50,54,66,75,95,70,53,74,64,70,86,88,95,61,65,100,87,95,65,90,94,94,91,Data Scientist
82,88,77,99,62,88,79,94,62,78,77,60,95,70,60,64,68,84,50,66,89,52,86,72,98,83,50,62,61,65,90,57,74,55,97,54,53,93,59,68,53,97,85,Engineer
74,79,81,75,59,75,81,65,51,76,68,83,93,90,86,80,57,82,61,50,94,53,87,53,85,78,90,70,86,79,90,63,95,82,52,71,51,51,91,99,90,98,66,Project Manager
95,55,65,70,97,84,97,98,51,99,79,64,93,65,73,90,81,67,95,77,97,98,52,99,93,55,93,51,96,72,94,95,68,58,59,58,92,91,99,92,60,73,79,Data Scientist
80,71,61,92,63,69,78,85,79,54,55,90,74,85,62,69,72,94,98,56,62,80,72,51,64,92,63,79,75,51,65,65,54,77,51,56,67,50,62,86,67,90,54,Environmental Engineer
60,95,82,100,73,78,76,50,58,75,76,87,54,61,80,53,67,68,98,53,86,99,91,97,72,88,88,77,64,62,90,94,79,71,71,96,94,89,88,56,54,82,51,Data Scientist
74,92,57,99,97,69,93,71,77,54,77,66,56,72,99,98,62,59,72,69,80,58,60,99,53,99,96,88,79,94,67,66,95,56,61,80,79,60,66,56,84,60,74,Database Administrator
61,68,98,98,71,82,51,88,75,61,92,78,78,74,90,85,94,65,53,67,78,92,77,57,72,99,88,73,53,56,100,63,78,94,50,56,55,92,99,78,90,89,83,AI Researcher
64,53,64,59,57,87,58,70,55,50,79,73,62,88,52,72,61,82,98,94,64,87,86,54,82,54,78,54,79,84,88,56,65,70,94,85,89,66,85,62,68,68,76,Data Scientist
78,95,88,73,71,69,98,74,97,63,80,66,56,52,80,84,67,71,53,88,92,88,98,97,58,53,74,64,51,84,65,68,68,63,84,78,66,77,81,66,87,54,75,Economist
82,55,94,89,56,68,90,74,69,53,61,55,81,95,71,83,72,62,89,71,56,85,69,74,81,58,51,51,80,95,53,80,82,90,91,60,93,67,78,81,76,51,88,Data Scientist
98,67,75,93,75,97,63,81,82,53,65,87,94,97,85,93,82,80,87,67,63,79,87,93,86,100,83,71,64,79,91,94,87,94,50,89,56,65,61,55,86,88,54,Engineer
63,73,74,59,62,70,79,91,56,67,83,92,82,95,81,98,87,87,66,79,90,92,100,77,66,51,83,65,68,54,58,99,54,97,80,61,66,50,72,74,78,54,76,Mechanical Engineer
94,52,52,59,73,70,59,80,68,83,76,70,99,85,89,55,93,94,58,73,87,76,82,94,80,76,53,82,61,75,54,77,99,60,87,88,52,56,71,96,69,77,90,Software Developer
65,73,52,76,52,96,70,89,71,54,71,61,90,98,91,73,63,54,88,74,76,78,62,76,92,56,73,53,73,57,72,86,70,63,69,92,72,71,72,67,85,93,50,Patent Lawyer
67,54,71,60,74,60,93,63,52,67,75,65,63,67,69,55,83,61,74,54,52,75,87,87,93,83,95,88,56,75,72,78,86,84,99,63,86,59,61,70,99,80,80,Data Scientist
74,100,52,60,68,53,52,70,59,79,68,72,67,72,65,55,94,90,67,97,63,74,61,82,99,74,62,92,59,98,87,67,66,66,74,71,87,87,52,52,68,63,84,Data Scientist
86,92,97,62,61,58,99,96,94,66,57,78,70,95,87,73,74,89,56,67,76,99,87,54,56,62,87,92,53,52,70,58,81,73,92,80,74,53,96,72,70,95,80,Full Stack Developer
73,71,76,84,94,85,93,91,91,82,98,96,94,69,67,92,75,72,53,57,93,71,62,62,95,54,69,96,62,68,50,82,91,56,89,75,50,78,55,72,79,61,58,Doctor
75,50,50,95,58,60,81,51,60,69,98,97,85,58,82,85,70,69,66,100,78,69,94,79,70,88,79,61,65,54,88,81,73,76,93,77,99,65,89,99,54,67,67,Data Scientist
92,65,90,50,83,62,85,95,53,73,62,59,66,75,65,93,100,79,68,66,99,52,61,75,55,74,73,69,58,96,99,88,70,57,60,87,56,65,50,79,80,97,79,Software Developer
66,82,52,81,62,99,76,99,84,99,57,74,79,80,53,57,59,63,94,58,53,82,72,52,64,56,62,70,95,63,69,82,59,100,78,85,79,54,91,94,96,84,76,AI Researcher
94,85,74,72,56,60,59,70,60,57,78,99,97,70,71,95,99,52,74,84,75,88,90,56,79,56,54,66,79,84,99,86,87,85,56,73,93,66,75,58,75,64,51,Software Developer
56,57,50,99,55,53,86,52,75,69,87,91,95,51,61,86,56,69,60,52,97,76,80,96,75,50,73,63,72,95,74,58,57,70,52,65,92,71,64,67,78,84,95,Data Scientist
89,59,85,95,85,63,83,71,70,58,62,67,72,58,100,82,63,91,82,94,92,70,66,53,59,85,77,57,59,76,74,52,73,58,95,81,79,85,55,89,50,74,54,Full Stack Developer
76,100,57,76,55,68,78,61,100,85,88,61,77,83,51,77,99,78,78,100,100,58,72,56,70,96,87,82,77,66,56,89,65,59,73,78,79,51,92,75,93,69,81,Cloud Architect
64,68,77,81,78,89,86,71,68,88,59,77,94,86,99,82,65,52,97,51,91,88,90,61,65,52,73,54,55,75,94,95,52,99,51,77,95,61,86,72,87,58,64,Data Scientist
84,55,82,82,58,55,87,58,55,60,75,53,63,87,66,88,79,97,91,64,83,90,53,56,86,54,65,90,70,56,96,78,75,74,90,70,98,58,58,76,72,98,86,Data Scientist
68,87,87,90,74,62,66,55,84,59,82,94,55,100,58,62,70,87,95,91,95,61,64,86,92,66,95,88,66,50,79,68,85,61,55,66,58,65,91,87,50,94,81,Web Developer
83,94,68,52,64,61,94,58,53,53,99,81,65,70,90,100,66,62,97,100,83,77,59,56,88,78,62,87,52,97,65,89,58,50,79,99,62,51,62,75,97,66,86,Web Developer
83,75,99,84,93,74,81,68,76,59,69,76,65,56,91,65,86,81,75,92,60,51,55,67,89,85,50,53,73,90,73,95,79,59,65,66,67,87,57,94,65,54,74,Civil Services
76,58,60,74,90,95,63,56,96,92,90,98,53,95,91,88,63,99,59,92,89,64,53,94,98,90,62,73,61,53,83,65,56,56,87,55,89,83,54,60,57,84,100,Data Scientist
99,73,55,63,93,85,77,59,91,76,57,74,82,90,81,91,74,89,73,54,51,76,70,78,93,98,50,69,96,66,79,92,53,57,87,100,91,52,87,98,75,63,98,Data Scientist
55,60,80,66,53,53,76,96,75,67,78,89,72,56,100,72,93,62,92,64,100,50,61,54,79,68,82,51,52,54,97,76,72,72,82,94,92,54,69,89,50,100,95,Data Scientist
51,84,89,73,55,82,90,76,74,61,96,100,72,75,71,80,81,91,67,64,55,73,69,78,64,63,67,64,71,69,71,98,67,50,89,91,99,53,57,57,76,70,87,Data Scientist
67,57,64,82,52,90,63,56,63,57,63,77,60,62,51,77,85,90,80,59,92,76,82,50,77,77,78,93,96,98,99,77,100,72,79,84,85,88,92,93,86,50,50,Web Developer
65,68,86,69,64,57,53,99,95,69,50,57,92,60,91,91,53,84,95,59,90,94,55,62,91,81,91,60,90,62,69,60,56,54,89,59,73,95,58,92,61,61,56,Project Manager
83,68,92,52,87,92,70,65,86,66,64,88,84,71,81,78,98,73,58,66,63,61,89,68,97,78,94,64,96,58,84,84,54,52,60,99,93,61,93,74,63,85,75,Data Scientist
72,90,87,89,57,80,58,87,87,54,68,52,84,56,88,88,83,90,50,82,56,92,79,57,69,78,83,76,75,50,59,84,74,85,95,72,93,71,59,58,82,61,94,Data Scientist
58,88,77,76,69,70,55,84,81,68,55,70,60,61,83,55,99,68,63,63,98,83,54,96,89,83,68,61,55,71,60,98,53,84,95,73,80,99,90,93,98,69,87,Cybersecurity Analyst
51,62,97,53,94,71,77,92,73,57,63,50,97,62,68,80,60,98,51,97,51,100,84,89,51,55,97,63,58,56,71,69,62,83,54,55,66,92,88,65,77,57,77,Civil Services
72,94,81,60,72,80,53,89,92,76,84,89,67,97,53,100,63,73,88,87,60,69,80,64,53,66,98,99,83,53,75,65,90,56,78,60,64,64,59,67,97,85,52,Mechanical Engineer
78,100,70,92,96,91,86,85,71,89,73,71,73,82,79,90,50,65,72,90,92,63,52,66,68,85,54,89,62,77,81,60,99,75,71,78,79,68,84,59,88,62,74,Web Developer
66,96,53,67,55,72,72,56,65,76,59,60,90,77,60,51,99,61,69,86,93,85,82,59,64,75,98,72,73,75,78,99,80,83,55,62,57,94,65,57,92,82,65,Economist
99,92,84,58,73,53,50,55,57,93,63,84,83,76,71,57,98,52,98,75,77,67,82,87,94,51,54,95,77,75,67,89,58,95,50,76,71,64,59,91,59,84,65,Software Developer
56,96,88,54,95,81,79,61,88,81,77,54,98,85,80,70,56,62,80,80,81,68,50,90,61,95,57,57,78,97,95,76,84,96,87,65,81,79,65,75,92,94,65,Cybersecurity Analyst
57,50,74,100,86,85,65,60,65,98,59,81,85,79,86,60,65,69,62,75,67,98,72,79,53,74,63,75,50,76,60,77,98,92,59,70,99,90,91,51,65,77,71,Data Scientist
99,57,70,74,81,58,69,89,74,95,87,74,92,94,87,73,56,87,93,51,85,72,79,57,88,87,62,86,55,76,98,97,73,99,96,52,83,97,56,69,78,51,65,Full Stack Developer
95,95,89,85,59,92,55,98,91,54,91,98,93,67,62,87,91,94,53,53,84,95,55,93,61,61,67,57,94,73,67,81,97,59,63,86,50,63,94,92,99,55,91,Software Developer
73,83,90,67,51,98,92,76,93,64,90,100,72,65,86,60,97,54,70,73,58,54,60,67,98,56,85,98,97,50,63,92,62,51,93,97,53,91,100,69,94,56,65,Project Manager
95,70,57,86,72,67,56,87,58,62,53,68,65,91,94,52,73,96,97,93,89,51,83,55,78,87,74,72,67,50,80,80,81,56,56,70,73,92,70,61,96,91,82,Full Stack Developer
98,63,54,95,70,92,100,50,58,75,66,99,86,94,74,87,66,98,61,76,86,66,54,72,66,50,57,90,68,75,53,69,66,65,82,93,59,94,65,99,92,95,87,Engineer
64,77,99,69,73,50,87,78,92,72,51,78,83,61,72,61,53,64,87,100,87,92,94,52,71,72,72,86,91,60,62,56,59,91,93,59,75,57,98,66,85,79,68,Web Developer
87,65,73,88,91,73,85,71,77,80,97,50,71,57,77,79,60,89,56,92,93,61,89,73,80,75,69,63,53,58,64,78,59,68,53,67,64,79,75,71,72,83,74,Civil Services
63,54,75,74,87,91,92,87,78,55,56,88,56,93,51,90,64,94,91,93,76,74,84,65,64,53,58,65,70,87,50,95,58,65,53,99,63,77,91,94,55,60,75,Doctor
100,79,74,90,76,70,54,74,71,75,95,58,57,93,50,95,94,90,86,96,65,99,92,59,82,83,66,81,60,53,90,57,59,85,60,85,86,80,97,92,61,77,61,Software Developer
91,84,67,81,68,81,75,93,57,77,61,84,96,57,82,97,98,58,68,70,59,78,79,70,97,91,68,86,79,54,71,81,62,76,88,56,51,86,51,59,100,50,99,Software Developer
74,99,59,54,52,94,84,54,72,57,84,89,66,56,64,74,80,57,69,84,71,71,63,53,91,52,63,90,50,60,52,97,56,63,83,55,74,69,56,80,78,64,97,Environmental Engineer
